State,Zip Code,Place Name,County,Lat,Long
OH,45111,Camp Dennison,Hamilton,39.1962,-84.2897
CA,94087,Sunnyvale,Santa Clara,37.3502,-122.0349
NJ,8031,Bellmawr,Camden,39.8689,-75.0944
CO,80207,Denver,Denver,39.7584,-104.9177
KY,42259,Mammoth Cave,Edmonson,37.2802,-86.1688
TN,38565,Grimsley,Fentress,36.2598,-85.0015
GA,30030,Decatur,DeKalb,33.7699,-84.295
FL,34431,Dunnellon,Marion,29.1392,-82.5328
NY,13842,South Kortright,Delaware,42.377,-74.7259
VA,22204,Arlington,Arlington,38.859,-77.0997
IA,52042,Edgewood,Clayton,42.6541,-91.395
ID,83610,Cambridge,Washington,44.5922,-116.6757
GA,30284,Sunny Side,Spalding,33.3453,-84.2898
MT,59929,Proctor,Lake,47.9404,-114.3832
AR,72727,Elkins,Washington,36.0177,-94.0073
NJ,7846,Johnsonburg,Warren,40.9645,-74.8785
NH,3041,East Derry,Rockingham,42.8945,-71.2912
ND,58737,Flaxton,Burke,48.8772,-102.3823
PA,18512,Scranton,Lackawanna,41.435,-75.6103
NY,11042,New Hyde Park,Nassau,40.7602,-73.695
GA,31210,Macon,Bibb,32.8926,-83.7455
FL,32177,Palatka,Putnam,29.6577,-81.6595
TX,75089,Rowlett,Dallas,32.9346,-96.5544
WI,54021,Prescott,Pierce,44.7476,-92.7535
HI,96752,Kekaha,Kauai,21.9735,-159.7199
NC,27930,Hertford,Perquimans,36.1902,-76.4661
WV,25335,Charleston,Kanawha,38.3498,-81.6326
IN,46037,Fishers,Hamilton,39.9559,-85.9601
GA,30108,Bowdon,Carroll,33.5373,-85.2533
OH,43323,Harpster,Wyandot,40.7475,-83.2343
TX,76252,Muenster,Cooke,33.6595,-97.3624
MN,55977,Taopi,Mower,43.5458,-92.6335
FL,32819,Orlando,Orange,28.4522,-81.4678
TX,77057,Houston,Harris,29.7422,-95.4903
ME,4609,Bar Harbor,Hancock,44.3738,-68.2448
NY,12524,Fishkill,Dutchess,41.5404,-73.8979
OH,45867,Mount Blanchard,Hancock,40.8929,-83.5553
WI,53182,Union Grove,Racine,42.6896,-88.039
MN,56378,Sauk Centre,Stearns,45.7281,-94.9682
NY,11753,Jericho,Nassau,40.7881,-73.5331
WI,54742,Fall Creek,Eau Claire,44.7684,-91.2856
NE,68502,Lincoln,Lancaster,40.7893,-96.6938
SC,29356,Landrum,Spartanburg,35.1565,-82.2115
OR,97386,Sweet Home,Linn,44.3981,-122.7286
MT,59926,Martin City,Flathead,48.3916,-114.0382
NC,28570,Newport,Carteret,34.7551,-76.9069
IL,61301,La Salle,La Salle,41.3442,-89.0955
AL,35178,Vincent,Shelby,33.401,-86.3994
ME,4750,Limestone,Aroostook,46.9248,-67.8451
CA,91108,San Marino,Los Angeles,34.1207,-118.1117
IL,62234,Collinsville,Madison,38.6835,-89.9853
FL,33133,Miami,Miami-Dade,25.7378,-80.2248
IL,60959,Piper City,Ford,40.7556,-88.1873
VA,23236,Richmond,Chesterfield,37.4782,-77.5854
NY,10953,Mountainville,Orange,41.4009,-74.0785
TX,75156,Mabank,Kaufman,32.2972,-96.1184
NY,10154,New York,New York,40.7583,-73.9735
TX,75118,Elmo,Kaufman,32.5996,-96.3027
NY,14561,Stanley,Ontario,42.8303,-77.1207
NV,89319,Ruth,White Pine,39.2783,-114.9892
IA,50581,Rolfe,Pocahontas,42.8082,-94.5166
CA,92267,Parker Dam,San Bernardino,34.2872,-114.143
MI,48730,East Tawas,Iosco,44.3008,-83.4776
TN,37385,Tellico Plains,Monroe,35.3562,-84.3068
NY,14588,Willard,Seneca,42.6835,-76.8724
NM,87347,Jamestown,McKinley,35.4809,-108.1767
AR,72376,Proctor,Crittenden,35.0834,-90.255
WI,54601,La Crosse,La Crosse,43.7989,-91.2175
NC,28554,Maury,Greene,35.4999,-77.651
KS,66522,Oneida,Nemaha,39.8639,-95.9392
FL,32516,Pensacola,Escambia,30.4213,-87.2169
AR,72854,Ozone,Johnson,35.6575,-93.4311
NH,3111,Manchester,Hillsborough,42.9956,-71.4548
NM,87577,Tres Piedras,Taos,36.647,-105.9672
IL,61105,Rockford,Winnebago,42.2711,-89.094
WV,25855,Hilltop,Fayette,38.0413,-81.0648
CA,90402,Santa Monica,Los Angeles,34.0349,-118.503
PA,16910,Alba,Bradford,41.7051,-76.8283
NC,27972,Salvo,Dare,35.5546,-75.4693
AR,72902,Fort Smith,Sebastian,35.3862,-94.4091
SD,57340,Fulton,Hanson,43.7588,-97.8712
FL,34712,Clermont,Lake,28.5494,-81.7729
SD,57455,Lebanon,Potter,45.0123,-99.7366
VA,23438,Suffolk,City of Suffolk,36.5913,-76.6871
ME,4004,Bar Mills,York,43.6131,-70.5498
ND,58503,Bismarck,Burleigh,46.8394,-100.7843
WY,82422,Emblem,Big Horn,44.5058,-108.3918
VA,22546,Ruther Glen,Caroline,37.9451,-77.4714
MD,20626,Coltons Point,St. Mary's,38.237,-76.7646
WV,26250,Belington,Barbour,39.0244,-79.9495
TX,77840,College Station,Brazos,30.6045,-96.3123
CA,95382,Turlock,Stanislaus,37.5239,-120.8517
IL,60121,Elgin,Kane,42.0372,-88.2812
WI,54632,Genoa,Vernon,43.5641,-91.1461
MI,48214,Detroit,Wayne,42.3669,-82.9938
MI,48770,Whittemore,Iosco,44.2325,-83.8068
NY,10587,Shenorock,Westchester,41.3287,-73.7423
NE,68731,Dakota City,Dakota,42.3807,-96.4536
GA,30126,Mableton,Cobb,33.8332,-84.6031
FL,32131,East Palatka,Putnam,29.6609,-81.5879
TX,75980,Zavalla,Angelina,31.1569,-94.3871
CO,80821,Hugo,Lincoln,39.0843,-103.499
AK,99655,Quinhagak,Bethel Census Area,59.7381,-161.8749
TN,38355,Medina,Gibson,35.8081,-88.7627
TX,77414,Bay City,Matagorda,28.8636,-95.9173
NE,68961,Nelson,Nuckolls,40.2011,-98.0684
WI,54169,Sherwood,Calumet,44.1764,-88.2779
SC,29452,Jacksonboro,Colleton,32.7305,-80.4609
MA,1097,Woronoco,Hampden,42.164,-72.8295
AZ,85334,Ehrenberg,La Paz,33.6177,-114.5077
NC,28752,Marion,McDowell,35.6819,-82.018
AL,35023,Bessemer,Jefferson,33.468,-87.0924
NY,10457,Bronx,Bronx,40.8486,-73.8999
AZ,85122,Casa Grande,Pinal,32.8905,-111.754
OH,44280,Valley City,Medina,41.2368,-81.9245
MO,63730,Advance,Stoddard,37.0922,-89.9106
GA,31520,Brunswick,Glynn,31.1807,-81.4949
MA,2576,West Wareham,Plymouth,41.7796,-70.7642
CA,92029,Escondido,San Diego,33.0895,-117.1128
VA,22520,Montross,Westmoreland,38.1105,-76.7828
NY,13166,Weedsport,Cayuga,43.0489,-76.5425
NE,68307,Avoca,Cass,40.8159,-96.0957
MN,56331,Freeport,Stearns,45.6731,-94.6785
KY,42170,Woodburn,Warren,36.8557,-86.5623
HI,96750,Kealakekua,Hawaii,19.5261,-155.93
KY,42712,Big Clifty,Grayson,37.5278,-86.1395
MA,2333,East Bridgewater,Plymouth,42.0315,-70.945
AL,36776,Sawyerville,Hale,32.7578,-87.7402
OH,45232,Cincinnati,Hamilton,39.1859,-84.5141
SD,57724,Camp Crook,Harding,45.6402,-104.0278
MS,39193,Whitfield,Rankin,32.2348,-90.0726
NE,68108,Omaha,Douglas,41.2382,-95.9336
CO,80308,Boulder,Boulder,40.0277,-105.3868
NE,68746,Lynch,Boyd,42.8373,-98.4504
VA,23399,Jenkins Bridge,Accomack,37.9162,-75.6168
WA,98087,Lynnwood,Snohomish,47.862,-122.2532
TN,38573,Monroe,Overton,36.4642,-85.2164
MD,21822,Eden,Worcester,38.2807,-75.651
CA,91129,Pasadena,Los Angeles,34.1478,-118.1445
KY,40858,Mozelle,Leslie,37.0037,-83.4135
CA,90015,Los Angeles,Los Angeles,34.0434,-118.2716
VA,23186,Williamsburg,Williamsburg (city),37.3105,-76.7468
WY,82410,Basin,Big Horn,44.3788,-108.0438
FL,33613,Tampa,Hillsborough,28.0772,-82.4455
OK,74743,Hugo,Choctaw,34.0113,-95.5139
MI,49453,Saugatuck,Allegan,42.6456,-86.1655
CA,95618,Davis,Yolo,38.5449,-121.7405
ME,4863,Vinalhaven,Knox,44.0397,-68.8368
KY,42159,Oakland,Warren,36.9985,-86.2501
MI,48861,Mulliken,Eaton,42.7377,-84.8979
MD,20636,Hollywood,St. Mary's,38.3524,-76.5626
TX,77083,Houston,Harris,29.6947,-95.6511
IL,60935,Essex,Kankakee,41.1676,-88.1845
OH,45717,Carbondale,Athens,39.3778,-82.271
NY,13365,Little Falls,Herkimer,43.0474,-74.8606
MO,63877,Steele,Pemiscot,36.0915,-89.8346
CA,95975,Rough And Ready,Nevada,39.2286,-121.1509
OH,43229,Columbus,Franklin,40.0839,-82.9726
CA,95585,Leggett,Mendocino,39.8481,-123.6615
MI,49783,Sault Sainte Marie,Chippewa,46.4151,-84.2854
OH,43719,Bethesda,Belmont,40.0192,-81.0767
KY,41254,River,Johnson,37.8795,-82.7251
KS,67628,Cedar,Smith,39.6602,-98.9369
PA,19346,Kelton,Chester,39.8087,-75.878
IL,60139,Glendale Heights,DuPage,41.9205,-88.0793
TX,75379,Dallas,Dallas,32.7673,-96.7776
TX,78076,Zapata,Zapata,26.8897,-99.2506
NY,12421,Denver,Delaware,42.2522,-74.5407
KY,41751,Jeff,Perry,37.2184,-83.1427
TX,79961,El Paso,El Paso,31.6948,-106.3
IL,61615,Peoria,Peoria,40.7661,-89.645
TX,76363,Goree,Knox,33.4748,-99.5258
CT,6614,Stratford,Fairfield,41.216,-73.1304
CO,80915,Colorado Springs,El Paso,38.8558,-104.7134
KS,67656,Ogallah,Trego,38.9914,-99.7323
TN,37644,Elizabethton,Carter,36.3487,-82.2107
NY,12022,Berlin,Rensselaer,42.6919,-73.3702
VA,22312,Alexandria,Fairfax,38.8191,-77.1484
NY,13495,Yorkville,Oneida,43.1116,-75.2756
WA,98106,Seattle,King,47.5344,-122.3547
DE,19713,Newark,New Castle,39.6699,-75.7151
FL,32935,Melbourne,Brevard,28.1384,-80.6524
TX,76033,Cleburne,Johnson,32.3509,-97.4103
MA,1432,Ayer,Middlesex,42.5591,-71.5788
NE,68444,Strang,Fillmore,40.4156,-97.587
NY,12192,West Coxsackie,Greene,42.4029,-73.8283
ID,83756,Boise,Ada,43.4599,-116.244
CA,93608,Cantua Creek,Fresno,36.4921,-120.3353
IN,47731,Evansville,Vanderburgh,37.9971,-87.575
AR,72802,Russellville,Pope,35.3067,-93.0712
TX,79092,Vega,Oldham,35.2241,-102.4214
VA,24175,Troutville,Botetourt,37.4019,-79.8786
NE,68723,Carroll,Wayne,42.277,-97.1926
SC,29932,Luray,Hampton,32.8138,-81.2398
IL,61704,Bloomington,McLean,40.4705,-88.9433
FL,32092,Saint Augustine,Saint Johns,29.9475,-81.5264
HI,96853,Jbphh,Honolulu,21.4061,-157.9609
MO,64859,Reeds,Jasper,37.1225,-94.1613
NJ,8360,Vineland,Cumberland,39.4818,-75.0091
MA,5501,Andover,Essex,42.6472,-71.1842
DC,20537,Washington,District of Columbia,38.8941,-77.0251
IL,62432,Hidalgo,Jasper,39.1228,-88.1397
IL,60530,Lee,Lee,41.7864,-88.9714
IN,46772,Monroe,Adams,40.7005,-84.8441
ME,4694,Baileyville,Washington,45.1035,-67.4722
MO,63463,Philadelphia,Marion,39.8359,-91.7538
OH,45114,Cuba,Clinton,39.3568,-83.8572
VA,22931,Covesville,Albemarle,37.908,-78.7127
IN,46527,Goshen,Elkhart,41.5977,-85.8581
MI,49238,Deerfield,Lenawee,41.8909,-83.7847
WI,54612,Arcadia,Trempealeau,44.2539,-91.4805
MI,48858,Mount Pleasant,Isabella,43.6013,-84.7736
LA,70038,Boothville,Plaquemines Parish,29.3079,-89.3814
CA,96123,Ravendale,Lassen,40.8317,-120.16
PA,19505,Bechtelsville,Berks,40.3795,-75.6257
CA,95420,Caspar,Mendocino,39.3629,-123.7944
WV,25234,Arnoldsburg,Calhoun,38.8227,-81.1551
MN,56628,Bigfork,Itasca,47.7502,-93.6707
WY,82051,Bosler,Albany,41.5735,-105.6112
VA,22909,Charlottesville,Albemarle,38.0245,-78.4482
PA,16131,Hartstown,Crawford,41.5509,-80.3813
MI,49788,Kincheloe,Chippewa,46.2627,-84.4626
HI,96721,Hilo,Hawaii,19.7299,-155.0907
IN,47808,Terre Haute,Vigo,39.4336,-87.4101
PA,15265,Pittsburgh,Allegheny,40.4344,-80.0248
PA,17028,Grantville,Dauphin,40.3606,-76.6713
GA,30328,Atlanta,Fulton,33.9335,-84.3958
FL,32340,Madison,Madison,30.4802,-83.4067
LA,71045,Jamestown,Bienville,32.3613,-93.1848
ME,4066,Orrs Island,Cumberland,43.7727,-69.9668
SC,29572,Myrtle Beach,Horry,33.7587,-78.8044
VA,24042,Roanoke,Roanoke (city),37.2717,-79.9392
CO,80209,Denver,Denver,39.7074,-104.9686
WV,25387,Charleston,Kanawha,38.3498,-81.6326
TX,75434,Cunningham,Lamar,33.409,-95.3711
NJ,7726,Englishtown,Monmouth,40.2825,-74.3424
NJ,8816,East Brunswick,Middlesex,40.4284,-74.4064
NJ,7465,Wanaque,Passaic,41.0544,-74.279
KY,40405,Bighill,Madison,37.5545,-84.2083
GA,30272,Red Oak,Fulton,33.6259,-84.5163
MI,48703,Au Gres,Arenac,44.0338,-83.702
MO,63037,Gerald,Franklin,38.3507,-91.2931
ND,58483,Streeter,Stutsman,46.695,-99.2971
AZ,85701,Tucson,Pima,32.2139,-110.9694
NH,3751,Georges Mills,Sullivan,43.4317,-72.0673
MD,20709,Laurel,Prince George's,39.0993,-76.8483
AR,71971,Umpire,Howard,34.2921,-94.0314
ME,4910,Albion,Kennebec,44.5355,-69.4683
OH,45883,Saint Henry,Mercer,40.4091,-84.6333
AL,36042,Honoraville,Crenshaw,31.8784,-86.3981
OH,45271,Cincinnati,Hamilton,39.1668,-84.5382
MI,49355,Ada,Kent,42.9542,-85.4889
IL,62426,Edgewood,Effingham,38.9021,-88.6645
IL,62444,Mode,Shelby,39.2664,-88.7337
KY,42721,Caneyville,Grayson,37.4222,-86.4702
PA,15341,Holbrook,Greene,39.8489,-80.3385
SC,29413,Charleston,Charleston,32.8488,-79.8577
NJ,7014,Clifton,Passaic,40.8344,-74.1377
IL,61024,Durand,Winnebago,42.4337,-89.3094
MA,1832,Haverhill,Essex,42.7792,-71.1095
OK,73432,Coleman,Johnston,34.2625,-96.4588
CO,80649,Orchard,Morgan,40.3639,-104.0973
WY,82844,Wolf,Sheridan,44.7864,-107.2202
MS,39153,Raleigh,Smith,32.0508,-89.5088
AK,99671,Stebbins,Nome (CA),63.5222,-162.2881
KY,41601,Allen,Floyd,37.6074,-82.7225
MO,65564,Solo,Texas,37.2428,-91.9624
CA,95668,Pleasant Grove,Sutter,38.8115,-121.4982
NY,14787,Westfield,Chautauqua,42.322,-79.5726
AR,72768,Sulphur Springs,Benton,36.4794,-94.4521
KY,42455,Sebree,Webster,37.5889,-87.5255
PA,15259,Pittsburgh,Allegheny,40.4344,-80.0248
IA,52801,Davenport,Scott,41.5208,-90.5745
AZ,85207,Mesa,Maricopa,33.4321,-111.6426
OH,45819,Buckland,Auglaize,40.6241,-84.2603
TX,78414,Corpus Christi,Nueces,27.677,-97.365
OK,74736,Garvin,McCurtain,33.9192,-94.986
MN,56355,Nelson,Douglas,45.9356,-95.2398
IN,46113,Camby,Marion,39.6405,-86.3118
OH,45274,Cincinnati,Hamilton,39.1668,-84.5382
MT,59006,Ballantine,Yellowstone,45.9547,-108.1231
NM,87131,Albuquerque,Bernalillo,35.0443,-106.6729
KY,41219,Flatgap,Johnson,37.9231,-82.9221
GA,30577,Toccoa,Stephens,34.5665,-83.3114
PA,18444,Moscow,Lackawanna,41.3432,-75.5301
NJ,7981,Whippany,Morris,40.8219,-74.42
GA,31414,Savannah,Chatham,31.9714,-81.0716
CA,95674,Rio Oso,Sutter,38.967,-121.4773
SD,57024,Egan,Moody,43.9866,-96.6493
MO,64121,Kansas City,Jackson,39.0997,-94.5786
MN,56328,Flensburg,Morrison,45.9533,-94.5468
CA,96092,Vina,Tehama,39.9272,-122.025
VA,24465,Monterey,Highland,38.4058,-79.5941
CA,94517,Clayton,Contra Costa,37.9154,-121.91
NH,3773,Newport,Sullivan,43.3532,-72.1838
TX,75788,Sacul,Nacogdoches,31.8254,-94.9189
KY,42051,Hickory,Graves,36.8478,-88.6788
MI,48745,Mikado,Alcona,44.5833,-83.4355
NC,28232,Charlotte,Mecklenburg,35.26,-80.8042
OH,44665,North Georgetown,Columbiana,40.8436,-80.9794
NC,28447,Ivanhoe,Sampson,34.6233,-78.2342
CA,95537,Fields Landing,Humboldt,40.7268,-124.2174
OK,73764,Omega,Kingfisher,35.8507,-98.1863
AR,72024,Carlisle,Lonoke,34.7933,-91.7459
NY,13131,Parish,Oswego,43.4153,-76.1
TX,75262,Dallas,Dallas,32.7673,-96.7776
IA,50605,Aredale,Butler,42.8318,-93.021
MN,56501,Detroit Lakes,Becker,46.8172,-95.8453
AL,35540,Addison,Winston,34.2056,-87.1948
CA,93907,Salinas,Monterey,36.7563,-121.6703
OH,45776,Shade,Athens,39.2129,-82.0218
CA,92176,San Diego,San Diego,32.7153,-117.1573
NC,27889,Washington,Beaufort,35.5884,-77.1404
NH,3814,Center Ossipee,Carroll,43.7682,-71.1349
NY,11030,Manhasset,Nassau,40.7934,-73.6888
IA,50859,Prescott,Adams,41.0577,-94.5942
TN,37754,Heiskell,Knox,36.115,-84.0438
TX,78733,Austin,Travis,30.3314,-97.8666
TX,75026,Plano,Collin,33.0198,-96.6989
WI,53095,West Bend,Washington,43.4224,-88.1845
VA,23459,Virginia Beach,Virginia Beach (city),36.9216,-76.0171
IL,61910,Arcola,Douglas,39.687,-88.3037
AR,71666,Rohwer,Desha,33.7609,-91.2757
TX,79503,Avoca,Jones,32.8832,-99.6964
CA,91979,Spring Valley,San Diego,32.7448,-116.9989
NY,13328,Deansboro,Oneida,42.9818,-75.4383
MN,55155,Saint Paul,Ramsey,44.9522,-93.0955
TX,77461,Needville,Fort Bend,29.4117,-95.8273
NY,13408,Morrisville,Madison,42.9108,-75.6487
MA,1907,Swampscott,Essex,42.4746,-70.9098
WA,98376,Quilcene,Jefferson,47.8324,-122.8583
IL,62257,Marissa,St. Clair,38.2455,-89.7501
DC,20542,Washington,District of Columbia,38.9408,-77.0283
IN,46567,Syracuse,Kosciusko,41.4065,-85.7184
GA,30295,Zebulon,Pike,33.1002,-84.3108
FL,33733,Saint Petersburg,Pinellas,27.7709,-82.6793
WA,99218,Spokane,Spokane,47.7556,-117.4146
WV,26047,New Cumberland,Hancock,40.5228,-80.5901
NV,89521,Reno,Washoe,39.3809,-119.6859
CA,95327,Jamestown,Tuolumne,37.8906,-120.4717
OH,45154,Mount Orab,Brown,39.0454,-83.948
OH,44077,Painesville,Lake,41.7079,-81.199
IN,47879,Shelburn,Sullivan,39.1784,-87.3936
AZ,85717,Tucson,Pima,32.2217,-110.9265
KS,67123,Potwin,Butler,37.9389,-97.0198
MO,64778,Richards,Vernon,37.9061,-94.5592
AZ,85643,Willcox,Cochise,32.373,-109.8631
FL,33742,Saint Petersburg,Pinellas,27.8918,-82.7248
IN,47567,Petersburg,Pike,38.4789,-87.2883
NH,3811,Atkinson,Rockingham,42.837,-71.1603
MD,20623,Cheltenham,Prince George's,38.7531,-76.8369
CA,96090,Tehama,Tehama,40.0271,-122.1233
WI,54933,Embarrass,Waupaca,44.6686,-88.7043
WI,53947,Marquette,Green Lake,43.7459,-89.1397
SD,57780,Scenic,Pennington,43.7994,-102.5353
NY,13219,Syracuse,Onondaga,43.0409,-76.2262
MS,39569,Pascagoula,Jackson,30.3658,-88.5561
CA,95986,Washington,Nevada,39.3569,-120.8
OK,73403,Ardmore,Carter,34.1743,-97.1436
VA,22722,Haywood,Madison,38.4285,-78.2678
FL,34747,Kissimmee,Osceola,28.3037,-81.5898
MD,21672,Toddville,Dorchester,38.2726,-76.0596
NM,88354,Weed,Otero,32.8052,-105.5063
NJ,7602,Hackensack,Bergen,40.8859,-74.0435
IN,47457,Scotland,Greene,38.9128,-86.9039
MN,56385,Villard,Pope,45.7118,-95.2414
KY,41861,Raven,Knott,37.4043,-82.8261
MS,39656,Oak Vale,Lawrence,31.442,-89.9827
AZ,85026,Phoenix,Maricopa,33.4484,-112.074
NV,89045,Round Mountain,Nye,38.711,-117.0676
KS,66209,Leawood,Johnson,38.9667,-94.6169
IL,62079,Piasa,Macoupin,39.1159,-90.1237
PA,17517,Denver,Lancaster,40.2297,-76.1157
ME,4412,Brewer,Penobscot,44.7874,-68.7539
AK,99825,Elfin Cove,Skagway-Hoonah-Angoon,58.1944,-136.3433
NY,11558,Island Park,Nassau,40.604,-73.6554
TN,37307,Benton,Polk,35.173,-84.6544
MD,21543,Midlothian,Allegany,39.6339,-78.9604
AL,35447,Carrollton,Pickens,33.2485,-88.1321
NE,69123,Brady,Lincoln,41.0515,-100.3736
VT,5446,Colchester,Chittenden,44.536,-73.2022
OK,74421,Beggs,Okmulgee,35.7896,-96.0264
IN,46342,Hobart,Lake,41.5263,-87.2525
LA,70891,Baton Rouge,East Baton Rouge Parish,30.4492,-91.1547
MD,21405,Annapolis,Anne Arundel,39.0305,-76.5515
DC,20447,Washington,District of Columbia,38.8847,-77.0252
NC,28685,Traphill,Wilkes,36.3301,-81.0151
GA,30741,Rossville,Walker,34.9535,-85.2968
PA,18928,Holicong,Bucks,40.336,-75.0429
VA,23140,Providence Forge,New Kent,37.4418,-77.0436
GA,30401,Swainsboro,Emanuel,32.5699,-82.3462
NY,14727,Cuba,Allegany,42.1882,-78.2751
MD,21030,Cockeysville,Baltimore,39.4919,-76.6677
VA,22719,Etlan,Madison,38.5095,-78.2638
KY,41568,Stopover,Pike,37.5093,-82.0784
MT,59465,Neihart,Cascade,46.9391,-110.7328
CA,90710,Harbor City,Los Angeles,33.797,-118.2991
KS,67023,Cambridge,Cowley,37.3161,-96.6645
PA,16340,Pittsfield,Warren,41.8366,-79.4196
NY,12855,North Hudson,Essex,43.9869,-73.7121
LA,71055,Minden,Webster,32.6323,-93.2886
WA,99174,Steptoe,Whitman,47.006,-117.356
IL,62050,Hillview,Greene,39.4674,-90.5128
IL,60175,Saint Charles,Kane,41.9478,-88.3918
OK,73536,Duncan,Stephens,34.4853,-97.8522
ND,58572,Sterling,Burleigh,46.8436,-100.2744
ME,4291,West Poland,Androscoggin,44.0409,-70.453
TN,37011,Antioch,Davidson,36.0601,-86.6722
PA,18446,Nicholson,Wyoming,41.6412,-75.7641
CA,95697,Yolo,Yolo,38.7343,-121.8066
TX,79903,El Paso,El Paso,31.7862,-106.4406
IN,46573,Wakarusa,Elkhart,41.5401,-86.0205
TN,37923,Knoxville,Knox,35.9331,-84.0761
PA,15380,Wind Ridge,Greene,39.8971,-80.4647
MN,56379,Sauk Rapids,Benton,45.604,-94.1591
IN,46063,Orestes,Madison,40.2715,-85.7281
AL,35468,Kellerman,Tuscaloosa,33.3407,-87.3047
DC,20242,Washington,District of Columbia,38.8678,-77.0289
GA,30515,Buford,Gwinnett,33.9604,-84.0379
PA,18424,Gouldsboro,Wayne,41.2448,-75.5037
CA,90848,Long Beach,Los Angeles,33.7866,-118.2987
GA,30187,Winston,Douglas,33.6634,-84.8639
CA,94299,Sacramento,Sacramento,38.5816,-121.4944
TN,38115,Memphis,Shelby,35.0579,-89.864
CA,92323,Cima,San Bernardino,35.2378,-115.4992
PA,17831,Hummels Wharf,Snyder,40.8344,-76.8354
NM,87521,Chamisal,Taos,36.1311,-105.7385
NY,12766,North Branch,Sullivan,41.8142,-74.9824
NJ,7727,Farmingdale,Monmouth,40.2043,-74.1779
DC,20372,Washington,District of Columbia,38.8933,-77.0146
ID,83677,Yellow Pine,Valley,44.9698,-115.4963
PA,17140,Harrisburg,Dauphin,40.3086,-76.8464
TX,79453,Lubbock,Lubbock,33.5779,-101.8552
KS,67868,Pierceville,Finney,37.906,-100.7523
MI,49814,Champion,Marquette,46.4685,-87.8306
KY,41014,Covington,Kenton,39.0642,-84.5118
NJ,7311,Jersey City,Hudson,40.7323,-74.0754
MN,56349,Lowry,Pope,45.7105,-95.5322
TX,76676,Penelope,Hill,31.8551,-96.9372
TX,78065,Poteet,Atascosa,29.0994,-98.6241
MI,48804,Mount Pleasant,Isabella,43.6406,-84.8474
AL,35555,Fayette,Fayette,33.6974,-87.8346
AZ,85194,Casa Grande,Pinal,32.8984,-111.6261
IL,62293,Trenton,Clinton,38.6191,-89.6447
LA,70558,Milton,Lafayette,30.1038,-92.0765
ID,83866,Santa,Benewah,47.1544,-116.431
MN,56437,Bertha,Todd,46.2515,-95.0357
TX,77099,Houston,Harris,29.6709,-95.5866
TX,78279,San Antonio,Bexar,29.4375,-98.4616
NC,27704,Durham,Durham,36.0383,-78.8764
CA,90278,Redondo Beach,Los Angeles,33.8707,-118.3715
TX,75926,Apple Springs,Trinity,31.2269,-94.9812
MS,39350,Philadelphia,Neshoba,32.7572,-89.1154
PA,17265,Upperstrasburg,Franklin,40.058,-77.7368
OK,73052,Lindsay,Garvin,34.8211,-97.5998
IA,52212,Center Junction,Jones,42.1161,-91.0871
IN,46394,Whiting,Lake,41.6787,-87.5005
NJ,7754,Neptune,Monmouth,40.2001,-74.0279
MD,21921,Elkton,Cecil,39.6264,-75.8458
ND,58033,Fort Ransom,Ransom,46.4494,-97.9091
WV,25048,Colcord,Raleigh,37.9439,-81.4369
CA,90407,Santa Monica,Los Angeles,34.0195,-118.4912
PA,15087,Webster,Westmoreland,40.1851,-79.8487
OH,43022,Gambier,Knox,40.3782,-82.3828
WV,25136,Montgomery,Fayette,38.1725,-81.3222
AZ,86042,Polacca,Navajo,35.8617,-110.3875
MO,64477,Plattsburg,Clinton,39.5705,-94.4338
MN,56341,Holmes City,Douglas,45.831,-95.5416
MO,63785,Whitewater,Cape Girardeau,37.2781,-89.8061
NY,11024,Great Neck,Nassau,40.8171,-73.7416
IA,50515,Ayrshire,Palo Alto,43.037,-94.8478
NY,13207,Syracuse,Onondaga,43.0195,-76.165
MI,48896,Winn,Isabella,43.5234,-84.9017
NY,13122,New Woodstock,Madison,42.8441,-75.8635
NY,14556,Sonyea,Livingston,42.679,-77.8272
VA,24171,Stuart,Patrick,36.6517,-80.2392
VA,23011,Barhamsville,New Kent,37.4617,-76.8321
AR,72601,Harrison,Boone,36.2417,-93.1062
IA,50466,Riceville,Howard,43.3719,-92.5554
LA,71069,Rodessa,Caddo Parish,32.9701,-93.9885
MS,38948,Oakland,Yalobusha,34.0756,-89.8877
FL,32824,Orlando,Orange,28.3932,-81.3622
NY,544,Holtsville,Suffolk,40.8154,-73.0451
NJ,7828,Budd Lake,Morris,40.8731,-74.7426
AR,72394,Widener,St. Francis,35.0592,-90.6293
HI,96728,Honomu,Hawaii,19.8728,-155.1177
CA,90239,Downey,Los Angeles,33.94,-118.1326
PA,15846,Kersey,Elk,41.3563,-78.6015
OH,44146,Bedford,Cuyahoga,41.3921,-81.5232
IA,50037,Boone,Boone,42.0597,-93.8802
NY,14461,Gorham,Ontario,42.799,-77.1316
IA,52207,Baldwin,Jackson,42.0732,-90.82
GA,30467,Sylvania,Screven,32.7439,-81.6287
NM,87101,Albuquerque,Bernalillo,35.1996,-106.6448
TX,77074,Houston,Harris,29.6896,-95.5106
CA,94105,San Francisco,City and County of San Francisco,37.7864,-122.3892
LA,71469,Robeline,Natchitoches,31.7715,-93.321
RI,2809,Bristol,Bristol,41.6825,-71.2676
MI,48079,Saint Clair,St. Clair,42.8255,-82.5133
MA,1704,Framingham,Middlesex,42.4464,-71.4594
IL,62032,Fillmore,Montgomery,39.1039,-89.2946
